stage,mode,optimize,smooth,angle_step,smoothing,sensitivity,fps,scenario,seed,first_arrival_ms,settle_ms,rms_error_deg,overshoot_yaw_deg,overshoot_pitch_deg,max_yaw_speed_deg_s,max_pitch_speed_deg_s,max_yaw_acceleration_deg_s2,max_pitch_acceleration_deg_s2,max_yaw_jerk_deg_s3,max_pitch_jerk_deg_s3,p95_yaw_acceleration_deg_s2,p95_pitch_acceleration_deg_s2
frame+packet,Balance,false,0.80,90,0.00,0.50,60,overlap,20260920,850.000,850.000,30.546457,37.550003,0.000000,660.000000,0.000000,3600.000000,0.000000,78000.000000,0.000000,3600.000000,0.000000
frame+packet,Balance,false,0.80,90,0.00,0.50,60,overlap,20260921,850.000,850.000,30.556869,37.550018,0.000000,657.000122,0.000000,3900.000000,0.000000,78000.000000,0.000000,3600.000000,0.000000
frame+packet,Balance,false,0.80,90,0.00,0.50,60,overlap,20260922,850.000,850.000,30.546457,37.550003,0.000000,660.000000,0.000000,3600.000000,0.000000,78000.000000,0.000000,3600.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,yaw90,20260915,550.000,750.000,16.294991,41.550003,0.000000,621.000061,0.000000,3660.000610,0.000000,91200.012207,0.000000,3600.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,yaw90,20260916,550.000,750.000,16.294991,41.550003,0.000000,621.000061,0.000000,3660.000610,0.000000,91200.012207,0.000000,3600.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,yaw90,20260917,550.000,750.000,16.294991,41.550003,0.000000,621.000061,0.000000,3660.000610,0.000000,91200.012207,0.000000,3600.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,yaw90,20260918,550.000,750.000,16.294991,41.550003,0.000000,621.000061,0.000000,3660.000610,0.000000,91200.012207,0.000000,3600.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,yaw90,20260919,550.000,750.000,16.294991,41.550003,0.000000,621.000061,0.000000,3660.000610,0.000000,91200.012207,0.000000,3600.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,yaw90,20260920,550.000,750.000,16.294991,41.550003,0.000000,621.000061,0.000000,3660.000610,0.000000,91200.012207,0.000000,3600.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,yaw90,20260921,550.000,750.000,16.294991,41.550003,0.000000,621.000061,0.000000,3660.000610,0.000000,91200.012207,0.000000,3600.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,yaw90,20260922,550.000,750.000,16.294991,41.550003,0.000000,621.000061,0.000000,3660.000610,0.000000,91200.012207,0.000000,3600.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,pitch60,20260915,750.000,950.000,12.558302,0.000000,27.000000,0.000000,297.000046,0.000000,1319.998169,0.000000,49200.012207,0.000000,1259.999847
frame+packet,Balance,false,1.00,90,0.00,0.50,60,pitch60,20260916,1000.000,1000.000,12.963539,0.000000,28.800003,0.000000,288.000031,0.000000,1260.000610,0.000000,43199.981689,0.000000,1200.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,pitch60,20260917,950.000,950.000,12.569316,0.000000,27.300003,0.000000,297.000046,0.000000,1320.000458,0.000000,37200.012207,0.000000,1200.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,pitch60,20260918,300.000,900.000,11.911171,0.000000,25.799995,0.000000,288.000031,0.000000,1320.000076,0.000000,42000.000000,0.000000,1259.999847
frame+packet,Balance,false,1.00,90,0.00,0.50,60,pitch60,20260919,1000.000,1000.000,13.066853,0.000000,29.099998,0.000000,309.000015,0.000000,1260.000610,0.000000,32399.978638,0.000000,1200.003052
frame+packet,Balance,false,1.00,90,0.00,0.50,60,pitch60,20260920,950.000,950.000,12.765134,0.000000,25.500000,0.000000,303.000031,0.000000,1260.000610,0.000000,38399.993896,0.000000,1140.000916
frame+packet,Balance,false,1.00,90,0.00,0.50,60,pitch60,20260921,950.000,950.000,12.654169,0.000000,27.000000,0.000000,311.999969,0.000000,1380.001831,0.000000,44400.024414,0.000000,1319.999695
frame+packet,Balance,false,1.00,90,0.00,0.50,60,pitch60,20260922,300.000,950.000,12.315265,0.000000,27.450005,0.000000,296.999969,0.000000,1260.000610,0.000000,48000.000000,0.000000,1200.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,diagonal,20260915,850.000,850.000,18.427334,41.550003,20.850006,621.000061,264.000015,3660.000610,1260.000610,91200.012207,34799.957275,3600.000000,1200.001526
frame+packet,Balance,false,1.00,90,0.00,0.50,60,diagonal,20260916,800.000,800.000,18.372084,41.550003,18.900002,621.000061,258.000031,3660.000610,1200.001526,91200.012207,44399.993896,3600.000000,1200.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,diagonal,20260917,850.000,850.000,18.480844,41.550003,21.300003,621.000061,266.999969,3660.000610,1260.000229,91200.012207,41999.969482,3600.000000,1200.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,diagonal,20260918,800.000,800.000,18.217746,41.550003,19.500000,621.000061,258.000031,3660.000610,1320.000076,91200.012207,48000.000000,3600.000000,1259.999847
frame+packet,Balance,false,1.00,90,0.00,0.50,60,diagonal,20260919,850.000,850.000,18.577328,41.550003,21.599998,621.000061,276.000023,3660.000610,1259.999847,91200.012207,42000.030518,3600.000000,1200.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,diagonal,20260920,850.000,850.000,18.606584,41.550003,20.699997,621.000061,260.999985,3660.000610,1260.000610,91200.012207,44400.024414,3600.000000,1140.000916
frame+packet,Balance,false,1.00,90,0.00,0.50,60,diagonal,20260921,800.000,800.000,18.506020,41.550003,21.150002,621.000061,276.000023,3660.000610,1380.000305,91200.012207,49199.981689,3600.000000,1260.000610
frame+packet,Balance,false,1.00,90,0.00,0.50,60,diagonal,20260922,800.000,800.000,18.342998,41.550003,20.700005,621.000061,252.000008,3660.000610,1320.000458,91200.012207,40799.987793,3600.000000,1200.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,reverse,20260915,-1.000,-1.000,48.296542,-1.000000,-1.000000,660.000000,348.000031,3660.000610,1380.000687,105599.975586,34800.018311,3600.000000,1260.000610
frame+packet,Balance,false,1.00,90,0.00,0.50,60,reverse,20260916,-1.000,-1.000,48.361217,-1.000000,-1.000000,660.000000,351.000061,3660.000610,1320.000076,105599.975586,44399.993896,3600.000000,1200.001526
frame+packet,Balance,false,1.00,90,0.00,0.50,60,reverse,20260917,-1.000,-1.000,48.282220,-1.000000,-1.000000,660.000000,366.000023,3660.000610,1380.000305,105599.975586,43200.012207,3600.000000,1319.998169
frame+packet,Balance,false,1.00,90,0.00,0.50,60,reverse,20260918,-1.000,-1.000,48.195171,-1.000000,-1.000000,660.000000,357.000046,3660.000610,1380.001831,105599.975586,48000.000000,3600.000000,1320.001221
frame+packet,Balance,false,1.00,90,0.00,0.50,60,reverse,20260919,-1.000,-1.000,48.516030,-1.000000,-1.000000,663.000031,356.999969,3660.000610,1319.999695,105599.975586,50400.024414,3600.000000,1260.000610
frame+packet,Balance,false,1.00,90,0.00,0.50,60,reverse,20260920,-1.000,-1.000,48.479759,-1.000000,-1.000000,660.000000,354.000015,3660.000610,1260.000610,105599.975586,45599.975586,3600.000000,1259.997559
frame+packet,Balance,false,1.00,90,0.00,0.50,60,reverse,20260921,-1.000,-1.000,48.339708,-1.000000,-1.000000,660.000000,348.000031,3660.000610,1380.000305,105599.975586,49199.981689,3600.000000,1260.000610
frame+packet,Balance,false,1.00,90,0.00,0.50,60,reverse,20260922,-1.000,-1.000,48.260845,-1.000000,-1.000000,660.000000,369.000015,3660.000610,1379.999924,105599.975586,40799.987793,3600.000000,1260.000610
frame+packet,Balance,false,1.00,90,0.00,0.50,60,moving,20260915,-1.000,-1.000,3.000834,-1.000000,-1.000000,144.000006,60.000005,1380.000019,600.000000,27600.000381,12000.000000,360.000610,120.001221
frame+packet,Balance,false,1.00,90,0.00,0.50,60,moving,20260916,-1.000,-1.000,3.000834,-1.000000,-1.000000,144.000006,60.000005,1380.000019,600.000000,27600.000381,12000.000000,360.000610,120.001221
frame+packet,Balance,false,1.00,90,0.00,0.50,60,moving,20260917,-1.000,-1.000,3.000834,-1.000000,-1.000000,144.000006,60.000005,1380.000019,600.000000,27600.000381,12000.000000,360.000610,120.001221
frame+packet,Balance,false,1.00,90,0.00,0.50,60,moving,20260918,-1.000,-1.000,3.000834,-1.000000,-1.000000,144.000006,60.000005,1380.000019,600.000000,27600.000381,12000.000000,360.000610,120.001221
frame+packet,Balance,false,1.00,90,0.00,0.50,60,moving,20260919,-1.000,-1.000,3.000834,-1.000000,-1.000000,144.000006,60.000005,1380.000019,600.000000,27600.000381,12000.000000,360.000610,120.001221
frame+packet,Balance,false,1.00,90,0.00,0.50,60,moving,20260920,-1.000,-1.000,3.000834,-1.000000,-1.000000,144.000006,60.000005,1380.000019,600.000000,27600.000381,12000.000000,360.000610,120.001221
frame+packet,Balance,false,1.00,90,0.00,0.50,60,moving,20260921,-1.000,-1.000,3.000834,-1.000000,-1.000000,144.000006,60.000005,1380.000019,600.000000,27600.000381,12000.000000,360.000610,120.001221
frame+packet,Balance,false,1.00,90,0.00,0.50,60,moving,20260922,-1.000,-1.000,3.000834,-1.000000,-1.000000,144.000006,60.000005,1380.000019,600.000000,27600.000381,12000.000000,360.000610,120.001221
frame+packet,Balance,false,1.00,90,0.00,0.50,60,wrap,20260915,50.000,50.000,0.074783,0.000000,0.000000,30.000000,0.000000,600.000000,0.000000,20400.024414,0.000000,0.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,wrap,20260916,50.000,50.000,0.074783,0.000000,0.000000,30.000000,0.000000,600.000000,0.000000,20400.024414,0.000000,0.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,wrap,20260917,50.000,50.000,0.074783,0.000000,0.000000,30.000000,0.000000,600.000000,0.000000,20400.024414,0.000000,0.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,wrap,20260918,50.000,50.000,0.074783,0.000000,0.000000,30.000000,0.000000,600.000000,0.000000,20400.024414,0.000000,0.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,wrap,20260919,50.000,50.000,0.074783,0.000000,0.000000,30.000000,0.000000,600.000000,0.000000,20400.024414,0.000000,0.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,wrap,20260920,50.000,50.000,0.074783,0.000000,0.000000,30.000000,0.000000,600.000000,0.000000,20400.024414,0.000000,0.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,wrap,20260921,50.000,50.000,0.074783,0.000000,0.000000,30.000000,0.000000,600.000000,0.000000,20400.024414,0.000000,0.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,wrap,20260922,50.000,50.000,0.074783,0.000000,0.000000,30.000000,0.000000,600.000000,0.000000,20400.024414,0.000000,0.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,overlap,20260915,850.000,850.000,30.560188,37.550003,0.000000,660.000000,0.000000,3600.000000,0.000000,86400.024414,0.000000,3600.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,overlap,20260916,850.000,850.000,30.560188,37.550003,0.000000,660.000000,0.000000,3600.000000,0.000000,86400.024414,0.000000,3600.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,overlap,20260917,850.000,850.000,30.561571,37.550018,0.000000,660.000000,0.000000,3660.003662,0.000000,86400.024414,0.000000,3600.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,overlap,20260918,850.000,850.000,30.569177,37.550018,0.000000,657.000122,0.000000,3840.002441,0.000000,86400.024414,0.000000,3600.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,overlap,20260919,850.000,850.000,30.573867,37.550003,0.000000,671.999969,0.000000,3600.000000,0.000000,86400.024414,0.000000,3600.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,overlap,20260920,850.000,850.000,30.560188,37.550003,0.000000,660.000000,0.000000,3600.000000,0.000000,86400.024414,0.000000,3600.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,overlap,20260921,850.000,850.000,30.570596,37.550018,0.000000,657.000122,0.000000,3900.000000,0.000000,86400.024414,0.000000,3600.000000,0.000000
frame+packet,Balance,false,1.00,90,0.00,0.50,60,overlap,20260922,850.000,850.000,30.560188,37.550003,0.000000,660.000000,0.000000,3600.000000,0.000000,86400.024414,0.000000,3600.000000,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,yaw90,20260915,550.000,650.000,15.804939,30.093285,0.000000,609.957466,0.000000,7339.736938,0.000000,218336.059570,0.000000,5458.401489,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,yaw90,20260916,550.000,650.000,15.850135,31.042397,0.000000,603.630104,0.000000,6698.562622,0.000000,218336.059570,0.000000,5458.401489,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,yaw90,20260917,550.000,650.000,15.852757,31.864952,0.000000,620.081291,0.000000,6799.803162,0.000000,218336.059570,0.000000,5458.401489,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,yaw90,20260918,550.000,650.000,15.881848,31.738403,0.000000,590.553627,0.000000,6420.159912,0.000000,218336.059570,0.000000,5458.401489,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,yaw90,20260919,550.000,650.000,15.844951,31.000214,0.000000,607.426567,0.000000,6715.435791,0.000000,218336.059570,0.000000,5458.401489,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,yaw90,20260920,550.000,650.000,15.798083,30.894753,0.000000,649.608917,0.000000,7390.355682,0.000000,218336.059570,0.000000,5458.401489,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,yaw90,20260921,550.000,650.000,15.901720,32.835144,0.000000,597.724648,0.000000,6352.670288,0.000000,218336.059570,0.000000,5458.401489,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,yaw90,20260922,550.000,650.000,15.819584,30.367477,0.000000,616.706734,0.000000,6968.530273,0.000000,218336.059570,0.000000,5458.401489,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,pitch60,20260915,950.000,950.000,12.644054,0.000000,22.108047,0.000000,305.822449,0.000000,1282.345581,0.000000,44544.586182,0.000000,1248.598480
frame+packet,Balance,false,0.58,90,0.00,0.10,30,pitch60,20260916,750.000,950.000,12.739838,0.000000,22.761871,0.000000,291.058578,0.000000,1257.035828,0.000000,36445.587158,0.000000,1181.109619
frame+packet,Balance,false,0.58,90,0.00,0.10,30,pitch60,20260917,750.000,950.000,12.797549,0.000000,23.689888,0.000000,304.978790,0.000000,1290.782166,0.000000,38976.562500,0.000000,1197.979736
frame+packet,Balance,false,0.58,90,0.00,0.10,30,pitch60,20260918,900.000,900.000,12.280463,0.000000,20.716019,0.000000,289.371262,0.000000,1265.471840,0.000000,37120.544434,0.000000,1214.851379
frame+packet,Balance,false,0.58,90,0.00,0.10,30,pitch60,20260919,750.000,950.000,12.824272,0.000000,23.668793,0.000000,312.149811,0.000000,1299.218750,0.000000,44375.930786,0.000000,1214.855957
frame+packet,Balance,false,0.58,90,0.00,0.10,30,pitch60,20260920,350.000,900.000,12.661927,0.000000,19.830200,0.000000,295.276794,0.000000,1231.726074,0.000000,44375.915527,0.000000,1147.360229
frame+packet,Balance,false,0.58,90,0.00,0.10,30,pitch60,20260921,900.000,900.000,12.608220,0.000000,22.297867,0.000000,311.727905,0.000000,1341.400146,0.000000,48425.415039,0.000000,1282.345581
frame+packet,Balance,false,0.58,90,0.00,0.10,30,pitch60,20260922,950.000,950.000,12.432287,0.000000,21.854950,0.000000,295.698624,0.000000,1265.472221,0.000000,41844.970703,0.000000,1214.852905
frame+packet,Balance,false,0.58,90,0.00,0.10,30,diagonal,20260915,650.000,800.000,18.086753,30.093285,17.809597,620.924950,268.701859,7339.736938,1282.345390,218336.059570,43363.464355,5458.401489,1223.289490
frame+packet,Balance,false,0.58,90,0.00,0.10,30,diagonal,20260916,650.000,750.000,18.033063,30.409660,15.932476,614.597588,256.890793,6951.657104,1189.543152,218336.059570,39313.995361,5458.401489,1164.234924
frame+packet,Balance,false,0.58,90,0.00,0.10,30,diagonal,20260917,850.000,850.000,18.165536,31.316582,18.294693,631.892357,269.967346,7036.024475,1273.908234,218336.059570,44713.333130,5458.401489,1181.106567
frame+packet,Balance,false,0.58,90,0.00,0.10,30,diagonal,20260918,650.000,800.000,18.034562,31.232216,16.965950,599.833717,252.672577,6622.634888,1282.345009,218336.059570,45219.512939,5458.401489,1223.289490
frame+packet,Balance,false,0.58,90,0.00,0.10,30,diagonal,20260919,650.000,850.000,18.154593,30.451843,18.315781,617.972145,269.967346,6934.783936,1290.780640,218336.059570,43026.031494,5458.401489,1197.979736
frame+packet,Balance,false,0.58,90,0.00,0.10,30,diagonal,20260920,850.000,850.000,18.134641,30.114380,17.134678,663.950958,241.705170,7677.196503,1248.599243,232846.847534,27671.661377,5458.401489,1130.488586
frame+packet,Balance,false,0.58,90,0.00,0.10,30,diagonal,20260921,800.000,800.000,18.150529,32.328957,17.936138,607.848396,271.654663,6555.145264,1332.963562,218336.059570,52474.945068,5458.401489,1299.218750
frame+packet,Balance,false,0.58,90,0.00,0.10,30,diagonal,20260922,650.000,800.000,18.005941,30.093292,17.408859,628.095894,253.938065,7204.751587,1282.345009,218336.059570,43026.062012,5458.401489,1214.852905
frame+packet,Balance,false,0.58,90,0.00,0.10,30,reverse,20260915,-1.000,-1.000,47.077364,-1.000000,-1.000000,829.727783,335.350075,7432.543945,1358.273315,238415.039063,43700.988770,6799.792480,1257.035065
frame+packet,Balance,false,0.58,90,0.00,0.10,30,reverse,20260916,-1.000,-1.000,47.020292,-1.000000,-1.000000,818.338623,334.928284,7913.415527,1273.908997,252588.256836,41507.446289,6749.185181,1206.416321
frame+packet,Balance,false,0.58,90,0.00,0.10,30,reverse,20260917,-1.000,-1.000,47.065190,-1.000000,-1.000000,842.804260,351.801224,7651.879883,1349.836731,262880.493164,45219.543457,6791.366577,1273.908234
frame+packet,Balance,false,0.58,90,0.00,0.10,30,reverse,20260918,-1.000,-1.000,47.036437,-1.000000,-1.000000,837.320557,345.052032,7567.517090,1375.144958,263555.419922,45219.512939,6453.909302,1324.526978
frame+packet,Balance,false,0.58,90,0.00,0.10,30,reverse,20260919,-1.000,-1.000,47.275316,-1.000000,-1.000000,758.017578,342.942963,6934.783936,1299.217224,218336.059570,48425.415039,6226.123047,1257.035828
frame+packet,Balance,false,0.58,90,0.00,0.10,30,reverse,20260920,-1.000,-1.000,47.148838,-1.000000,-1.000000,857.990112,342.942924,7913.415527,1248.599243,288021.362305,48931.579590,7044.458008,1240.162659
frame+packet,Balance,false,0.58,90,0.00,0.10,30,reverse,20260921,-1.000,-1.000,47.091728,-1.000000,-1.000000,844.913330,334.928207,8056.835938,1332.963562,275535.278320,52474.945068,6555.145264,1299.218750
frame+packet,Balance,false,0.58,90,0.00,0.10,30,reverse,20260922,-1.000,-1.000,47.066826,-1.000000,-1.000000,777.421570,353.066711,7204.751587,1341.400528,227784.912109,43026.062012,6259.869385,1257.034302
frame+packet,Balance,false,0.58,90,0.00,0.10,30,moving,20260915,-1.000,-1.000,4.458342,-1.000000,-1.000000,190.242634,80.146561,2674.364138,1071.432996,77278.157234,31889.894485,1915.080643,793.029308
frame+packet,Balance,false,0.58,90,0.00,0.10,30,moving,20260916,-1.000,-1.000,4.458210,-1.000000,-1.000000,190.242634,80.146551,2674.364138,1079.869485,77278.157234,31889.894485,1915.080643,793.029308
frame+packet,Balance,false,0.58,90,0.00,0.10,30,moving,20260917,-1.000,-1.000,4.458210,-1.000000,-1.000000,190.242634,80.146551,2674.364138,1079.869485,77278.157234,31889.894485,1915.080643,793.029308
frame+packet,Balance,false,0.58,90,0.00,0.10,30,moving,20260918,-1.000,-1.000,4.457698,-1.000000,-1.000000,190.242634,80.146561,2674.364138,1113.615346,77278.157234,32564.817429,1915.080643,793.029308
frame+packet,Balance,false,0.58,90,0.00,0.10,30,moving,20260919,-1.000,-1.000,4.458342,-1.000000,-1.000000,190.242634,80.146561,2674.364138,1071.432996,77278.157234,31889.894485,1915.080643,793.029308
frame+packet,Balance,false,0.58,90,0.00,0.10,30,moving,20260920,-1.000,-1.000,4.460611,-1.000000,-1.000000,190.242634,80.146561,2674.364138,936.449265,77278.157234,31889.894485,1915.080643,793.029308
frame+packet,Balance,false,0.58,90,0.00,0.10,30,moving,20260921,-1.000,-1.000,4.458210,-1.000000,-1.000000,190.242634,80.146551,2674.364138,1079.869485,77278.157234,31889.894485,1915.080643,793.029308
frame+packet,Balance,false,0.58,90,0.00,0.10,30,moving,20260922,-1.000,-1.000,4.457698,-1.000000,-1.000000,190.242634,80.146561,2674.364138,1113.615346,77278.157234,32564.817429,1915.080643,793.029308
frame+packet,Balance,false,0.58,90,0.00,0.10,30,wrap,20260915,100.000,100.000,0.188500,0.088043,0.000000,28.262329,0.000000,497.753906,0.000000,17210.449219,0.000000,0.000000,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,wrap,20260916,100.000,100.000,0.188500,0.088043,0.000000,28.262329,0.000000,497.753906,0.000000,17210.449219,0.000000,0.000000,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,wrap,20260917,100.000,100.000,0.188500,0.088043,0.000000,28.262329,0.000000,497.753906,0.000000,17210.449219,0.000000,0.000000,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,wrap,20260918,100.000,100.000,0.188500,0.088043,0.000000,28.262329,0.000000,497.753906,0.000000,17210.449219,0.000000,0.000000,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,wrap,20260919,100.000,100.000,0.188500,0.088043,0.000000,28.262329,0.000000,497.753906,0.000000,17210.449219,0.000000,0.000000,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,wrap,20260920,100.000,100.000,0.188500,0.088043,0.000000,28.262329,0.000000,497.753906,0.000000,17210.449219,0.000000,0.000000,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,wrap,20260921,100.000,100.000,0.188500,0.088043,0.000000,28.262329,0.000000,497.753906,0.000000,17210.449219,0.000000,0.000000,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,wrap,20260922,100.000,100.000,0.188500,0.088043,0.000000,28.262329,0.000000,497.753906,0.000000,17210.449219,0.000000,0.000000,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,overlap,20260915,800.000,800.000,31.759244,36.991821,0.000000,826.353149,0.000000,7516.900635,0.000000,235715.148926,0.000000,5593.386841,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,overlap,20260916,800.000,800.000,31.813103,36.991791,0.000000,788.810730,0.000000,6875.732422,0.000000,192351.806641,0.000000,5593.386841,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,overlap,20260917,800.000,800.000,31.812397,36.991806,0.000000,764.766846,0.000000,6808.239746,0.000000,165861.083984,0.000000,4985.955811,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,overlap,20260918,800.000,800.000,31.871107,36.991821,0.000000,754.221497,0.000000,6496.087646,0.000000,192351.806641,0.000000,4597.882080,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,overlap,20260919,800.000,800.000,31.796515,36.991806,0.000000,787.545471,0.000000,7162.573242,0.000000,192351.806641,0.000000,5593.386841,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,overlap,20260920,800.000,800.000,31.713724,36.991806,0.000000,810.323792,0.000000,7407.228851,0.000000,232509.216309,0.000000,5593.386841,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,overlap,20260921,800.000,800.000,31.865658,37.076172,0.000000,749.581299,0.000000,6361.108398,0.000000,192351.806641,0.000000,4867.846680,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.10,30,overlap,20260922,800.000,800.000,31.752735,36.991806,0.000000,822.135010,0.000000,7390.356445,0.000000,233353.027344,0.000000,5593.386841,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.50,30,yaw90,20260915,550.000,650.000,15.813141,30.150002,0.000000,608.999977,0.000000,7319.998169,0.000000,218400.024414,0.000000,5460.000610,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.50,30,yaw90,20260916,550.000,650.000,15.855416,30.900009,0.000000,603.000069,0.000000,6719.998169,0.000000,218400.024414,0.000000,5460.000610,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.50,30,yaw90,20260917,550.000,650.000,15.861383,31.800003,0.000000,618.000069,0.000000,6780.001068,0.000000,218400.024414,0.000000,5460.000610,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.50,30,yaw90,20260918,550.000,650.000,15.887216,31.650009,0.000000,591.000023,0.000000,6419.998169,0.000000,218400.024414,0.000000,5460.000610,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.50,30,yaw90,20260919,550.000,650.000,15.852125,30.900009,0.000000,606.000023,0.000000,6719.998169,0.000000,218400.024414,0.000000,5460.000610,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.50,30,yaw90,20260920,550.000,650.000,15.804193,30.750008,0.000000,648.000031,0.000000,7380.000305,0.000000,218400.024414,0.000000,5460.000610,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.50,30,yaw90,20260921,550.000,650.000,15.907091,32.699997,0.000000,597.000008,0.000000,6359.999847,0.000000,218400.024414,0.000000,5460.000610,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.50,30,yaw90,20260922,550.000,650.000,15.827861,30.300003,0.000000,615.000038,0.000000,6960.000610,0.000000,218400.024414,0.000000,5460.000610,0.000000
frame+packet,Balance,false,0.58,90,0.00,0.50,30,pitch60,20260915,950.000,950.000,12.610688,0.000000,22.050003,0.000000,305.999985,0.000000,1260.000610,0.000000,43199.951172,0.000000,1260.000420
frame+packet,Balance,false,0.58,90,0.00,0.50,30,pitch60,20260916,950.000,950.000,12.756020,0.000000,23.099998,0.000000,290.999985,0.000000,1260.000610,0.000000,32399.993896,0.000000,1200.000000
frame+packet,Balance,false,0.58,90,0.00,0.50,30,pitch60,20260917,950.000,950.000,12.832169,0.000000,24.150002,0.000000,305.999985,0.000000,1260.000610,0.000000,39599.975586,0.000000,1200.000000
frame+packet,Balance,false,0.58,90,0.00,0.50,30,pitch60,20260918,900.000,900.000,12.232831,0.000000,20.850006,0.000000,288.000031,0.000000,1260.000229,0.000000,35999.969482,0.000000,1200.000000
frame+packet,Balance,false,0.58,90,0.00,0.50,30,pitch60,20260919,750.000,950.000,12.759858,0.000000,23.400017,0.000000,311.999969,0.000000,1319.998169,0.000000,44399.932861,0.000000,1200.000000
frame+packet,Balance,false,0.58,90,0.00,0.50,30,pitch60,20260920,350.000,950.000,12.649289,0.000000,20.549995,0.000000,300.000000,0.000000,1260.000610,0.000000,44399.993896,0.000000,1140.000916
frame+packet,Balance,false,0.58,90,0.00,0.50,30,pitch60,20260921,950.000,950.000,12.640660,0.000000,22.650002,0.000000,311.999969,0.000000,1320.001221,0.000000,44399.963379,0.000000,1260.000610
frame+packet,Balance,false,0.58,90,0.00,0.50,30,pitch60,20260922,950.000,950.000,12.346046,0.000000,21.600006,0.000000,294.000015,0.000000,1260.000229,0.000000,39599.975586,0.000000,1200.000000
frame+packet,Balance,false,0.58,90,0.00,0.50,30,diagonal,20260915,650.000,800.000,18.091152,30.150009,17.999992,621.000023,266.999969,7319.998169,1260.000610,218400.024414,41999.992371,5460.000610,1200.000000
